timestamp,latency,status,server
1766783024.635317,0.1590871810913086,SUCCESS,localhost:50051
1766783024.887184,0.15587782859802246,SUCCESS,localhost:50051
1766783025.1406589,0.15435171127319336,SUCCESS,localhost:50052
1766783025.394957,0.1549060344696045,SUCCESS,localhost:50052
1766783025.648471,0.15428519248962402,SUCCESS,localhost:50051
1766783025.9412422,0.19612431526184082,SUCCESS,localhost:50052
1766783026.152749,0.15686607360839844,SUCCESS,localhost:50052
1766783026.406452,0.15636897087097168,SUCCESS,localhost:50052
1766783026.659327,0.15421390533447266,SUCCESS,localhost:50051
1766783026.916658,0.15651583671569824,SUCCESS,localhost:50051
1766783027.1764102,0.16124534606933594,SUCCESS,localhost:50052
1766783027.417669,0.149705171585083,SUCCESS,localhost:50052
1766783027.673568,0.15059614181518555,SUCCESS,localhost:50051
1766783027.935043,0.1570570468902588,SUCCESS,localhost:50051
1766783028.18538,0.15331196784973145,SUCCESS,localhost:50052
1766783028.4350898,0.1479969024658203,SUCCESS,localhost:50051
1766783028.698665,0.15654706954956055,SUCCESS,localhost:50051
1766783028.951894,0.1579880714416504,SUCCESS,localhost:50051
1766783029.206,0.1570889949798584,SUCCESS,localhost:50051
1766783029.456664,0.15494394302368164,SUCCESS,localhost:50052
1766783029.712528,0.15578508377075195,SUCCESS,localhost:50052
1766783029.964185,0.15360403060913086,SUCCESS,localhost:50052
1766783030.2201211,0.15453219413757324,SUCCESS,localhost:50051
1766783030.4775639,0.15694904327392578,SUCCESS,localhost:50051
1766783030.734278,0.15863895416259766,SUCCESS,localhost:50052
1766783030.981534,0.15428996086120605,SUCCESS,localhost:50051
1766783031.2363899,0.15412473678588867,SUCCESS,localhost:50052
1766783031.492943,0.1567540168762207,SUCCESS,localhost:50051
1766783031.739989,0.14877796173095703,SUCCESS,localhost:50052
1766783032.000858,0.1546170711517334,SUCCESS,localhost:50052
1766783032.2522051,0.15422916412353516,SUCCESS,localhost:50051
1766783032.506041,0.15303897857666016,SUCCESS,localhost:50051
1766783032.762814,0.1547870635986328,SUCCESS,localhost:50052
1766783033.007494,0.14689183235168457,SUCCESS,localhost:50052
1766783033.2761102,0.16047906875610352,SUCCESS,localhost:50052
1766783033.526817,0.1561570167541504,SUCCESS,localhost:50052
1766783033.7870212,0.16133618354797363,SUCCESS,localhost:50051
1766783034.0299299,0.15265583992004395,SUCCESS,localhost:50052
1766783034.288168,0.1564469337463379,SUCCESS,localhost:50051
1766783034.542819,0.15607285499572754,SUCCESS,localhost:50051
1766783034.794961,0.15318584442138672,SUCCESS,localhost:50051
1766783035.072153,0.1764369010925293,SUCCESS,localhost:50051
1766783035.303217,0.15247011184692383,SUCCESS,localhost:50052
1766783035.568886,0.16310596466064453,SUCCESS,localhost:50051
1766783035.8124669,0.1518409252166748,SUCCESS,localhost:50052
1766783036.0706758,0.1550278663635254,SUCCESS,localhost:50052
1766783036.33089,0.16021203994750977,SUCCESS,localhost:50051
1766783036.580935,0.15523314476013184,SUCCESS,localhost:50052
1766783036.8451252,0.16439604759216309,SUCCESS,localhost:50052
1766783037.0902479,0.1544938087463379,SUCCESS,localhost:50051
1766783037.342608,0.1518418788909912,SUCCESS,localhost:50051
1766783037.596928,0.15461969375610352,SUCCESS,localhost:50051
1766783037.848605,0.1546168327331543,SUCCESS,localhost:50051
