timestamp,latency,status,server
1766783038.106584,0.15758705139160156,SUCCESS,localhost:50051
1766783043.380793,5.18173623085022,RECOVERED,localhost:50051
1766783048.5671208,5.186311721801758,RECOVERED,localhost:50051
1766783048.714963,0.1478269100189209,SUCCESS,localhost:50051
1766783048.977653,0.15548205375671387,SUCCESS,localhost:50051
1766783054.265493,5.18875789642334,RECOVERED,localhost:50051
1766783059.452,5.186487913131714,RECOVERED,localhost:50051
1766783064.637774,5.185757160186768,RECOVERED,localhost:50051
1766783069.830198,5.192409038543701,RECOVERED,localhost:50051
1766783075.024191,5.193975925445557,RECOVERED,localhost:50051
1766783077.941483,2.917275905609131,SUCCESS,localhost:50052
1766783078.091617,0.15011811256408691,SUCCESS,localhost:50052
1766783078.34729,0.15300297737121582,SUCCESS,localhost:50051
1766783078.605361,0.15605592727661133,SUCCESS,localhost:50051
1766783078.859956,0.15562081336975098,SUCCESS,localhost:50051
1766783079.114052,0.15469002723693848,SUCCESS,localhost:50052
1766783079.360477,0.14949297904968262,SUCCESS,localhost:50052
1766783079.6208582,0.15514016151428223,SUCCESS,localhost:50051
1766783079.8783271,0.1575791835784912,SUCCESS,localhost:50051
1766783080.1297228,0.15395092964172363,SUCCESS,localhost:50051
1766783080.383281,0.1524801254272461,SUCCESS,localhost:50051
1766783080.6375082,0.15170001983642578,SUCCESS,localhost:50051
1766783080.899559,0.15906596183776855,SUCCESS,localhost:50051
1766783081.150377,0.15487003326416016,SUCCESS,localhost:50052
1766783081.4016378,0.15111970901489258,SUCCESS,localhost:50051
1766783081.657127,0.1553788185119629,SUCCESS,localhost:50052
1766783081.910513,0.15373587608337402,SUCCESS,localhost:50052
1766783082.166351,0.15456604957580566,SUCCESS,localhost:50052
1766783082.415019,0.1530170440673828,SUCCESS,localhost:50052
1766783082.673409,0.1563730239868164,SUCCESS,localhost:50051
1766783082.929473,0.15741300582885742,SUCCESS,localhost:50051
1766783083.180314,0.15322303771972656,SUCCESS,localhost:50052
1766783083.433883,0.15624403953552246,SUCCESS,localhost:50051
1766783083.6873002,0.15462422370910645,SUCCESS,localhost:50052
1766783083.939795,0.15418195724487305,SUCCESS,localhost:50051
1766783084.195188,0.15454506874084473,SUCCESS,localhost:50051
1766783084.446411,0.1535201072692871,SUCCESS,localhost:50052
